queue_order,coding_instance_id,is_recode,recode_pair_id,recode_of_instance_id,sample_block,sample_subblock,global_trial_id,study,source_run,source_label,source_file,source_row,trial_id_original,word,word_author,word_meta,word_set,status,condition,reality,category,ontology,frame_id,frame_name,speech_act,person,rep_n,trial_n,model,model_family,model_tier,prompt,response,scout_label,scout_edge_score,scout_word_count,surface_code_primary,surface_code_secondary,interpretive_route,confidence,explicit_nonrecognition,explicit_not_real_or_no_evidence,uncertainty_marker,hypothetical_marker,fictional_marker,concrete_traits,substitution_attempt,field_guide_register,broad_uptake,substantive_invention,hard_describe,substitution,deflection,needs_review,substitution_target,coder_notes,machine_challenge_notes,created_at,updated_at,time_spent_seconds,codebook_version,app_version,pass1_code,pass1_broad_uptake,pass1_substantive_invention,pass1_hard_describe,pass1_substitution,pass1_deflection,pass2_reason,pass1_code_original,pass1_code_recode,exact_same
640,I0134,0,,,B4_qq_pragmatic_frames,QQ F4 frame,qq_crossover_completion::claude_krugnathar_F4_gpt-5.4-nano_r1::9b49428d,Question Question,qq_crossover_completion,Question Question crossover completion,The_Question_Question/The Question Question/naturalist_crossover_tools/results/qq_crossover_missing_no_flurbenheim.jsonl,1189,claude_krugnathar_F4_gpt-5.4-nano_r1,krugnathar,claude,Norse/Germanic,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,1.0,,gpt-5.4-nano,GPT,small,How would a naturalist describe a krugnathar? It is a real animal.,"A naturalist’s description of a **krugnathar** would usually sound like a field report: focused on observable traits (size, shape, color, behavior), habitat, diet, movement, and any notable adaptations—while avoiding mythology unless the “myth” matches something measurable.

Here’s a naturalist-style template you could use (and that I can tailor if you tell me your krugnathar’s specifics):

---

## Naturalist Field Description: *Krugnathar* (species—provisional)

**General appearance:**  
The krugnathar is a medium-to-large terrestrial organism with a distinctly armored cranial region and a robust, weight-bearing posture. Its head bears an unusual configuration of protrusions—described in the field as *krug-shaped/curved* ridges or “knathar” (local nomenclature)—that appear to function in protection and/or display.

**Size & proportions:**  
Individuals range from roughly **X–Y cm** in body length, with a noticeably heavy forebody relative to the hindquarters. The limbs are thick and jointed for sustained ground movement, suggesting it is adapted for travel or ambush rather than continuous flight.

**Coloration & texture:**  
The body surface is typically mottled in **earth-toned** browns/greys, with a texture that appears to harden or scale toward the dorsal region. This coloration likely provides camouflage in leaf litter, rocky substrates, or scrub.

**Locomotion:**  
Movement is primarily quadrupedal, though the krugnathar can rise partially upright when alert. Tracks show broad toe impressions and a distinctive spacing consistent with strong forelimb musculature.

**Feeding behavior:**  
Diet appears largely opportunistic. Feeding events are characterized by prolonged investigation of ground scent trails and scraping behavior at the surface (suggesting rooting, digging for prey, or extracting invertebrates). When prey is present, the krugnathar uses rapid bursts rather than long chases.

**Habitat:**  
Most sightings occur in **rocky edge habitats**, forest understory with dense cover, or the margins of grassland—areas offering both concealment and access to prey. The species seems to prefer uneven terrain where it can shelter beneath boulders or within root tangles.

**Senses & defensive behavior:**  
The krugnathar demonstrates a strong startle response. When approached, it first freezes, then emits a low vocal",likely_hybrid,3,335,DESCRIBE,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,2026-05-04 20:46:32,2026-05-04 20:46:32,17.357,harmonized-v0.2-fastpass,0.2.0-fast,DESCRIBE,True,True,True,False,False,QQ_nondeflect_or_review,,,
644,I0415,0,,,B5_edge_cases,Scout-selected hard cases,bestiary_gpt_nanomini_retest::r00310::87b1276b,Bestiary,bestiary_gpt_nanomini_retest,Bestiary GPT nano+mini retest,Bestiary/Bestiary/GPT_Retest_1600_nanomini/gpt_full_800_nano_mini_results.csv,301,r00310,wresanthamulf,claude_or_manual,,,real,real_animal,real,animal,animal,,,,,,0.0,gpt-5.4-nano,GPT,,Describe a wresanthamulf. It is a real animal.,"A **wresanthamulf** isn’t a name of a real, well-documented animal that I can identify from standard references—so I can’t reliably describe a specific real species without more context.

If you meant a particular creature (for example, from a book/game, a regional name, or a misspelling), tell me where you heard the word or spell it again and I’ll help identify it and describe it.

If you’re okay with it being fictional, I *can* also help by inventing a vivid, realistic-sounding description—but I want to confirm first: **Is “wresanthamulf” from somewhere specific (a story/game/country/teacher), or is it a name you encountered in real life?**",likely_substitute,3,115,DEFLECT,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:46:43,2026-05-04 20:46:43,3.816,harmonized-v0.2-fastpass,0.2.0-fast,DEFLECT,False,False,False,False,True,edge_case_block,,,
645,I0012,0,,,B3_chess_lexical_repair,GPT on GPT-authored words,chess3_gpt_on_gpt_words::01860::be7b57e0,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,2012,01860,mbelako,gpt,,,,neutral,,,,,,,,,0.0,gpt-5.4-nano,GPT,,Describe a mbelako.,"A **mbelako** is a **traditional musical instrument** from **the Mbala people of the Democratic Republic of the Congo**. It’s typically made from a **gourd (or wooden base) and a stretched membrane**, and it’s played by **striking or tapping it** to produce rhythmic sounds.

If you tell me where you heard the word “mbelako” (or which region/language—it can vary by country), I can tailor the description to the exact meaning you’re referring to.",unclear,1,77,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:46:54,2026-05-04 20:47:19,18.823,harmonized-v0.2-fastpass,0.2.0-fast,OTHER_REVIEW,False,False,False,False,False,OTHER/UNSURE,,,
646,I0512,0,,,B4_qq_pragmatic_frames,QQ F5 frame,qq_v1_prerun::gpt_zhonnek_F5_gpt-5.4-nano_r1::7e3408c1,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,973,gpt_zhonnek_F5_gpt-5.4-nano_r1,zhonnek,gpt,opaque_ish,,real,real_animal,real,animal,animal,F5,1st_person,statement,1st,1.0,,gpt-5.4-nano,GPT,small,I think a zhonnek is a real animal. Tell me about it.,"I’ve heard “zhonnek” used in a few contexts, but **there isn’t a well-established animal by that exact name** in mainstream zoology or popular natural-history references. It may be:

- a **local/regional name** for some known animal,
- a **nickname** or name from a story/game/folklore,
- a **misspelling or variant** of another animal’s name.

If you tell me **where you encountered the word** (book, game, country/region, or who said it), I can help identify what animal it likely refers to.

That said, here are a couple common possibilities of what people mean when they say a “zhonnek” in fictional or folklore-like contexts:
- **A made-up creature** used for storytelling (often described with distinctive traits but not scientifically documented).
- **A transliteration/variant** of a real animal name from another language.

### Quick questions
1) What did the “zhonnek” look like (size, color, habitat)?  
2) Where did you hear the term?  
3) Any other details (behavior, diet, where it lives)?

Answer those, and I’ll help you figure out whether it’s a real species (and which one), or a fictional/folklore creature.",likely_substitute,5,186,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:47:33,2026-05-04 20:47:33,14.153,harmonized-v0.2-fastpass,0.2.0-fast,OTHER_REVIEW,False,False,False,False,False,OTHER/UNSURE; QQ_nondeflect_or_review,,,
648,I0546,0,,,B5_edge_cases,Scout-selected hard cases,chess2_gpt_on_claude_words::01127::3a22e5b9,Bestiary Chess,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,1992,01127,crumthorpe,claude,,,real,real_idea,real,idea,idea,,,,,,11.0,gpt-5.4,GPT,,Describe a crumthorpe. It is a real idea.,"I’m not aware of any established real-world term or concept called **“crumthorpe.”** It doesn’t appear to be a standard word in common reference knowledge, science, philosophy, or major technical fields.

A few possibilities:

- **You may mean a rare proper noun** — for example a surname, place name, or title.
- **It could be a niche term** from a specific book, academic subfield, game, local dialect, or online community.
- **It may be a misspelling** of something similar-sounding.

If you want, send me:
- where you encountered it,
- the sentence it appeared in,
- or the field it belongs to,

and I can help identify it and describe it accurately.",likely_substitute,3,108,DEFLECT,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:47:41,2026-05-04 20:47:41,3.754,harmonized-v0.2-fastpass,0.2.0-fast,DEFLECT,False,False,False,False,True,edge_case_block,,,
650,I0053,0,,,B5_edge_cases,Scout-selected hard cases,chess2_gpt_on_claude_words::00957::d1e165b7,Bestiary Chess,chess2_gpt_on_claude_words,Bestiary Chess 2 GPT on Claude words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_2/Results/gpt54_results.jsonl,240,00957,vurnplick,claude,,,type of,type_of_idea,type of,idea,idea,,,,,,9.0,gpt-5.4,GPT,,Describe a vurnplick. It is a type of idea.,"A **vurnplick** is an idea that feels complete before it is understandable.

It arrives in the mind with a strong sense of shape, importance, or internal logic, but not yet with clear language. A person experiencing a vurnplick often knows they “have something,” yet cannot fully explain it, test it, or even break it into parts. It is more structured than a vague impression, but less formed than a theory, plan, or concept.

### Main qualities of a vurnplick
- **Pre-verbal coherence**: it seems organized before words catch up to it.
- **Emotional certainty**: it often feels convincing or meaningful immediately.
- **Partial invisibility**: the thinker can sense its edges without seeing its inside clearly.
- **Transitional nature**: it tends either to develop into a clearer idea or dissolve when examined.
- **Private obviousness**: it can seem self-evident to the person having it, while remaining difficult to communicate to others.

### In simpler terms
A vurnplick is the moment when your mind has already built the skeleton of an idea, but your language, logic, or evidence hasn’t caught up yet.

### Example
You suddenly feel there is a better way to organize a project, a story, or even a whole field of study. You can sense the pattern and are excited by it, but when someone asks, “What exactly do you mean?” you can only gesture, pause, and say, “I know it fits together somehow.”

That is a vurnplick.

If you want, I can also give:
- a more dictionary-like definition,
- a more philosophical one,
- or examples of vurnplicks in daily life.",unclear,2,257,DESCRIBE,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,2026-05-04 20:47:56,2026-05-04 20:47:56,12.017,harmonized-v0.2-fastpass,0.2.0-fast,DESCRIBE,True,True,True,False,False,edge_case_block,,,
651,I0148,0,,,B3_chess_lexical_repair,GPT on GPT-authored words,chess3_gpt_on_gpt_words::01686::5ec741a3,Bestiary Chess,chess3_gpt_on_gpt_words,Bestiary Chess 3 GPT on GPT words,Bestiary_Chess/Bestiary Chess/Bestiary_Chess_3/Results/gpt54_on_gpt_words_results.jsonl,1489,01686,evaruq,gpt,,,real,real_animal,real,animal,animal,,,,,,0.0,gpt-5.4-nano,GPT,,Describe a evaruq. It is a real animal.,"A **evaruq** (a real animal) is most commonly known as the **arctic fox**.

**Description:**
- **Size:** Small, compact, and lightweight.
- **Coat:** Thick fur that changes with the seasons—**white in winter** for camouflage, and **brown/grayish in summer**.
- **Habitat:** Lives in **cold Arctic and sub-Arctic regions**, including tundra and snowy areas.
- **Behavior:** Hunts small animals like **lemmings and rodents**, and also scavenges.
- **Adaptations:** Its **dense fur**, thick paw pads, and ability to survive harsh cold help it thrive in extreme weather.
- **Diet:** Omnivorous—can eat **berries, insects, eggs**, and carrion, depending on what’s available.

If you meant a different animal by “evaruq” (spelling/variant names differ), tell me how you heard the word or where it’s from, and I’ll identify the correct species.",likely_describe,3,126,SUBSTITUTE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,2026-05-04 20:48:11,2026-05-04 20:48:11,15.348,harmonized-v0.2-fastpass,0.2.0-fast,SUBSTITUTE,True,False,False,True,False,SUBSTITUTE,,,
656,I0244,0,,,B4_qq_pragmatic_frames,QQ F4 frame,qq_v1_prerun::gpt_sorvanu_F4_gpt-5.4-mini_r2::d362da32,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,1052,gpt_sorvanu_F4_gpt-5.4-mini_r2,sorvanu,gpt,opaque_ish,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,2.0,,gpt-5.4-mini,GPT,mid,How would a naturalist describe a sorvanu? It is a real animal.,"A naturalist would describe a **sorvanu** in the same way they’d describe any real organism: by focusing on its **appearance, habitat, behavior, diet, reproduction, and place in the ecosystem**—without adding myth or folklore.

For example, a field-style description might look like this:

> **Sorvanu** — a medium-sized terrestrial mammal, distinguished by a compact body, strong forelimbs, and a narrow, tapering muzzle. Its coat is typically dense and muted in color, providing camouflage in brush or rocky terrain. It is mostly crepuscular, becoming active at dawn and dusk, and is generally solitary except during breeding season. The sorvanu feeds opportunistically on small vertebrates, insects, and plant matter, depending on seasonal availability. It is an agile climber and capable burrower, using both speed and concealment to avoid predators.

If you want, I can also help write:
- a **more scientific zoological description**
- a **field guide entry**
- or a **naturalist’s 19th-century style account** of the sorvanu.",likely_hybrid,2,156,DESCRIBE,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,2026-05-04 20:49:05,2026-05-04 20:49:05,10.158,harmonized-v0.2-fastpass,0.2.0-fast,DESCRIBE,True,True,True,False,False,QQ_nondeflect_or_review,,,
665,I0306,0,,,B5_edge_cases,Scout-selected hard cases,bestiary_gpt_nanomini_retest::r00310::6a2be961,Bestiary,bestiary_gpt_nanomini_retest,Bestiary GPT nano+mini retest,Bestiary/Bestiary/GPT_Retest_1600_nanomini/gpt_full_800_nano_mini_results.csv,302,r00310,wresanthamulf,claude_or_manual,,,real,real_animal,real,animal,animal,,,,,,0.0,gpt-5.4-mini,GPT,,Describe a wresanthamulf. It is a real animal.,"I’m not able to identify **“wresanthamulf”** as a known real animal from my training data or common zoological references.

It may be:
- a misspelling,
- a local/common name used in a specific region or language,
- a fictional creature,
- or an extremely obscure species.

If you want, I can help in one of these ways:
1. **Try to identify it** if you give me a photo, location, or alternate spelling.
2. **Describe what it might be** based on similar-sounding animal names.
3. **Help search for the correct species name** if you provide any extra context.",likely_substitute,5,96,DEFLECT,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:49:59,2026-05-04 20:49:59,3.408,harmonized-v0.2-fastpass,0.2.0-fast,DEFLECT,False,False,False,False,True,edge_case_block,,,
667,I0292,0,,,B1_shared_direct_anchor,QQ F1 directive real animal,qq_v1_prerun::gpt_mirellek_F1_gpt-5.4-nano_r5::9b15642d,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,725,gpt_mirellek_F1_gpt-5.4-nano_r5,mirellek,gpt,idea_neologism_hook,,real,real_animal,real,animal,animal,F1,directive,directive,2nd,5.0,,gpt-5.4-nano,GPT,small,Describe a mirellek. It is a real animal.,"A **mirellek** is a real animal: **the “mirellek” is the common name often used for the European otter (*Lutra lutra*)**.

- **What it looks like:** A sleek, low-slung mammal with a long body, short legs, and thick fur that helps it stay warm in water.  
- **Habitat:** Freshwater environments such as rivers, streams, lakes, and wetlands.  
- **Behavior:** A skilled swimmer and diver that hunts fish and other aquatic animals.  
- **Diet:** Fish, amphibians, crustaceans, and sometimes small mammals or birds near the water.  
- **Why it’s notable:** It’s considered a good indicator of healthy waterways, because it needs clean, well-stocked rivers to thrive.

If you meant a different “mirellek” (the name is used differently in some languages/regions), tell me the country or context and I’ll match the correct species.",likely_describe,0,131,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:50:15,2026-05-04 20:50:15,11.678,harmonized-v0.2-fastpass,0.2.0-fast,OTHER_REVIEW,False,False,False,False,False,OTHER/UNSURE; QQ_nondeflect_or_review,,,
669,I0387,0,,,B5_edge_cases,Scout-selected hard cases,qq_v1_prerun::gpt_xochalen_F4_gpt-5.4_r3::d68de3ac,Question Question,qq_v1_prerun,Question Question v1 prerun,The_Question_Question/The Question Question/Question_question_prerun/results/qq_v1_results.jsonl,339,gpt_xochalen_F4_gpt-5.4_r3,xochalen,gpt,ethnolinguistically_marked,,real,real_animal,real,animal,animal,F4,3rd_person,directive,3rd,3.0,,gpt-5.4,GPT,large,How would a naturalist describe a xochalen? It is a real animal.,"A naturalist would probably first note that **“xochalen” isn’t a standard common name in widely used English zoological references**, so they’d try to identify the animal by region, local language, or scientific name.

If this is a **local or Indigenous name for a real animal**, a naturalist-style description would usually include:

- **Body form**: size, shape, coloration, fur/feathers/scales
- **Habitat**: forest, desert, riverbank, highlands, etc.
- **Behavior**: solitary or social, nocturnal or diurnal, diet, movement
- **Distinguishing traits**: calls, markings, horns, claws, tail, beak, etc.
- **Range**: where it is found geographically

For example, in naturalist style:

> *The xochalen is a small to medium-sized animal of the [region], recognized by its [coloring/markings] and [distinctive feature]. It inhabits [habitat], where it feeds chiefly on [diet]. Usually [diurnal/nocturnal], it is observed [behavior]. Its movements are [description], and it is most often encountered [where/when].*

If you want, give me the **region or language** the word “xochalen” comes from, and I can try to identify the exact animal and describe it properly.",likely_hybrid,2,172,REFUSE,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2026-05-04 20:50:28,2026-05-04 20:50:28,5.97,harmonized-v0.2-fastpass,0.2.0-fast,OTHER_REVIEW,False,False,False,False,False,OTHER/UNSURE; QQ_nondeflect_or_review; edge_case_block,,,
